,temperature,summary,windSpeed,visibility,apparentTemperature
2017-09-20 21:00:00-07:00,61.97,Mostly Cloudy,7.24,10.0,61.97
2017-09-20 22:00:00-07:00,61.51,Partly Cloudy,7.26,10.0,61.51
2017-09-20 23:00:00-07:00,60.85,Partly Cloudy,7.44,10.0,60.85
2017-09-21 00:00:00-07:00,59.79,Clear,7.7,10.0,59.79
2017-09-21 01:00:00-07:00,58.7,Clear,7.34,10.0,58.7
2017-09-21 02:00:00-07:00,57.84,Clear,6.33,10.0,57.84
2017-09-21 03:00:00-07:00,57.27,Clear,5.91,10.0,57.27
2017-09-21 04:00:00-07:00,56.76,Clear,5.51,10.0,56.76
2017-09-21 05:00:00-07:00,56.31,Clear,4.92,10.0,56.31
2017-09-21 06:00:00-07:00,55.76,Clear,4.78,10.0,55.76
2017-09-21 07:00:00-07:00,55.33,Clear,4.63,10.0,55.33
2017-09-21 08:00:00-07:00,56.31,Clear,5.13,10.0,56.31
2017-09-21 09:00:00-07:00,58.73,Clear,6.09,10.0,58.73
2017-09-21 10:00:00-07:00,60.92,Clear,6.19,10.0,60.92
2017-09-21 11:00:00-07:00,62.66,Clear,5.29,10.0,62.66
2017-09-21 12:00:00-07:00,64.36,Partly Cloudy,4.85,10.0,64.36
2017-09-21 13:00:00-07:00,66.12,Partly Cloudy,4.14,10.0,66.12
2017-09-21 14:00:00-07:00,66.52,Clear,6.02,10.0,66.52
2017-09-21 15:00:00-07:00,66.47,Clear,7.37,10.0,66.47
2017-09-21 16:00:00-07:00,66.33,Partly Cloudy,8.76,10.0,66.33
2017-09-21 17:00:00-07:00,65.47,Partly Cloudy,9.39,10.0,65.47
2017-09-21 18:00:00-07:00,64.06,Partly Cloudy,9.56,10.0,64.06
2017-09-21 19:00:00-07:00,61.73,Partly Cloudy,8.18,10.0,61.73
2017-09-21 20:00:00-07:00,59.76,Partly Cloudy,6.84,10.0,59.76
2017-09-21 21:00:00-07:00,58.77,Clear,5.49,10.0,58.77
2017-09-21 22:00:00-07:00,58.1,Clear,4.8,10.0,58.1
2017-09-21 23:00:00-07:00,57.36,Clear,4.56,10.0,57.36
2017-09-22 00:00:00-07:00,56.67,Clear,4.82,10.0,56.67
2017-09-22 01:00:00-07:00,56.18,Clear,5.16,10.0,56.18
2017-09-22 02:00:00-07:00,55.29,Clear,4.1,10.0,55.29
2017-09-22 03:00:00-07:00,55.06,Clear,3.48,10.0,55.06
2017-09-22 04:00:00-07:00,54.83,Partly Cloudy,3.03,10.0,54.83
2017-09-22 05:00:00-07:00,54.61,Partly Cloudy,2.94,10.0,54.61
2017-09-22 06:00:00-07:00,54.02,Partly Cloudy,2.38,10.0,54.02
2017-09-22 07:00:00-07:00,53.76,Partly Cloudy,1.3,10.0,53.76
2017-09-22 08:00:00-07:00,55.09,Partly Cloudy,0.89,10.0,55.09
2017-09-22 09:00:00-07:00,58.09,Partly Cloudy,0.82,10.0,58.09
2017-09-22 10:00:00-07:00,60.77,Partly Cloudy,0.59,10.0,60.77
2017-09-22 11:00:00-07:00,63.03,Clear,0.95,10.0,63.03
2017-09-22 12:00:00-07:00,64.92,Clear,2.02,10.0,64.92
2017-09-22 13:00:00-07:00,66.46,Clear,2.08,10.0,66.46
2017-09-22 14:00:00-07:00,67.58,Clear,2.5,10.0,67.58
2017-09-22 15:00:00-07:00,67.93,Clear,4.57,10.0,67.93
2017-09-22 16:00:00-07:00,67.62,Clear,4.8,10.0,67.62
2017-09-22 17:00:00-07:00,66.68,Clear,5.04,10.0,66.68
2017-09-22 18:00:00-07:00,65.7,Clear,5.01,10.0,65.7
2017-09-22 19:00:00-07:00,63.07,Clear,4.17,10.0,63.07
2017-09-22 20:00:00-07:00,60.81,Clear,3.36,10.0,60.81
2017-09-22 21:00:00-07:00,59.92,Clear,2.71,10.0,59.92
2017-09-22 22:00:00-07:00,59.26,Clear,2.01,10.0,59.26
2017-09-22 23:00:00-07:00,58.88,Clear,1.94,10.0,58.88
2017-09-23 00:00:00-07:00,58.54,Clear,1.73,10.0,58.54
2017-09-23 01:00:00-07:00,57.62,Clear,1.19,10.0,57.62
2017-09-23 02:00:00-07:00,56.61,Clear,0.66,10.0,56.61
2017-09-23 03:00:00-07:00,55.74,Clear,0.59,10.0,55.74
2017-09-23 04:00:00-07:00,55.42,Clear,0.28,10.0,55.42
2017-09-23 05:00:00-07:00,54.88,Clear,0.81,10.0,54.88
2017-09-23 06:00:00-07:00,54.55,Clear,1.06,10.0,54.55
2017-09-23 07:00:00-07:00,54.37,Clear,1.25,10.0,54.37
2017-09-23 08:00:00-07:00,56.77,Clear,1.38,10.0,56.77
2017-09-23 09:00:00-07:00,62.17,Clear,1.85,10.0,62.17
2017-09-23 10:00:00-07:00,66.66,Clear,2.93,10.0,66.66
2017-09-23 11:00:00-07:00,70.52,Clear,3.61,10.0,70.52
2017-09-23 12:00:00-07:00,73.13,Clear,3.73,10.0,73.13
2017-09-23 13:00:00-07:00,75.02,Clear,4.04,10.0,75.02
2017-09-23 14:00:00-07:00,76.37,Clear,4.3,10.0,76.37
2017-09-23 15:00:00-07:00,76.33,Clear,5.46,10.0,76.33
2017-09-23 16:00:00-07:00,75.59,Clear,6.05,10.0,75.59
2017-09-23 17:00:00-07:00,74.68,Clear,6.51,10.0,74.68
2017-09-23 18:00:00-07:00,71.97,Clear,5.85,10.0,71.97
2017-09-23 19:00:00-07:00,69.4,Clear,4.27,10.0,69.4
2017-09-23 20:00:00-07:00,65.75,Clear,3.0,10.0,65.75
2017-09-23 21:00:00-07:00,63.89,Clear,2.1,10.0,63.89
2017-09-23 22:00:00-07:00,62.36,Clear,1.09,10.0,62.36
2017-09-23 23:00:00-07:00,61.37,Clear,1.08,10.0,61.37
2017-09-24 00:00:00-07:00,59.72,Clear,0.8,10.0,59.72
2017-09-24 01:00:00-07:00,58.71,Clear,0.29,10.0,58.71
2017-09-24 02:00:00-07:00,58.08,Clear,0.49,10.0,58.08
2017-09-24 03:00:00-07:00,57.36,Clear,0.5,10.0,57.36
2017-09-24 04:00:00-07:00,56.61,Clear,0.86,10.0,56.61
2017-09-24 05:00:00-07:00,55.88,Clear,1.12,10.0,55.88
2017-09-24 06:00:00-07:00,55.6,Clear,0.56,10.0,55.6
2017-09-24 07:00:00-07:00,55.36,Clear,0.57,10.0,55.36
2017-09-24 08:00:00-07:00,57.78,Clear,0.97,10.0,57.78
2017-09-24 09:00:00-07:00,62.97,Clear,1.27,10.0,62.97
2017-09-24 10:00:00-07:00,66.53,Clear,0.57,10.0,66.53
2017-09-24 11:00:00-07:00,70.86,Clear,0.51,10.0,70.86
2017-09-24 12:00:00-07:00,74.37,Clear,1.8,10.0,74.37
2017-09-24 13:00:00-07:00,76.76,Clear,2.19,10.0,76.76
2017-09-24 14:00:00-07:00,78.81,Clear,2.74,9.94,78.81
2017-09-24 15:00:00-07:00,78.52,Clear,4.28,10.0,78.52
2017-09-24 16:00:00-07:00,77.98,Clear,4.94,10.0,77.98
2017-09-24 17:00:00-07:00,77.26,Clear,5.17,10.0,77.26
2017-09-24 18:00:00-07:00,75.08,Clear,5.0,10.0,75.08
2017-09-24 19:00:00-07:00,71.9,Clear,3.87,10.0,71.9
2017-09-24 20:00:00-07:00,68.88,Clear,2.93,10.0,68.88
2017-09-24 21:00:00-07:00,66.74,Clear,2.37,10.0,66.74
2017-09-24 22:00:00-07:00,64.69,Clear,0.87,10.0,64.69
2017-09-24 23:00:00-07:00,63.0,Clear,0.89,10.0,63.0
2017-09-25 00:00:00-07:00,61.79,Clear,0.36,10.0,61.79
2017-09-25 01:00:00-07:00,60.56,Clear,0.2,10.0,60.56
2017-09-25 02:00:00-07:00,59.47,Clear,0.08,10.0,59.47
2017-09-25 03:00:00-07:00,59.4,Clear,0.84,10.0,59.4
2017-09-25 04:00:00-07:00,58.88,Clear,0.83,10.0,58.88
2017-09-25 05:00:00-07:00,58.16,Clear,0.52,10.0,58.16
2017-09-25 06:00:00-07:00,57.23,Clear,1.07,10.0,57.23
2017-09-25 07:00:00-07:00,57.38,Clear,0.52,10.0,57.38
2017-09-25 08:00:00-07:00,59.81,Clear,0.61,10.0,59.81
2017-09-25 09:00:00-07:00,63.94,Clear,0.7,10.0,63.94
2017-09-25 10:00:00-07:00,68.28,Clear,1.03,10.0,68.28
2017-09-25 11:00:00-07:00,71.87,Clear,1.04,10.0,71.87
2017-09-25 12:00:00-07:00,75.96,Clear,1.31,10.0,75.96
2017-09-25 13:00:00-07:00,78.41,Clear,1.24,10.0,78.41
2017-09-25 14:00:00-07:00,80.46,Clear,1.5,10.0,80.46
2017-09-25 15:00:00-07:00,81.77,Clear,2.4,10.0,81.77
2017-09-25 16:00:00-07:00,81.3,Clear,3.97,10.0,81.3
2017-09-25 17:00:00-07:00,79.04,Clear,5.22,10.0,79.04
2017-09-25 18:00:00-07:00,77.87,Clear,4.35,10.0,77.87
2017-09-25 19:00:00-07:00,73.54,Clear,3.07,10.0,73.54
2017-09-25 20:00:00-07:00,69.8,Clear,1.61,10.0,69.8
2017-09-25 21:00:00-07:00,67.38,Clear,0.91,10.0,67.38
2017-09-25 22:00:00-07:00,65.57,Clear,0.89,10.0,65.57
2017-09-25 23:00:00-07:00,64.07,Clear,0.34,10.0,64.07
2017-09-26 00:00:00-07:00,63.29,Clear,0.45,10.0,63.29
2017-09-26 01:00:00-07:00,62.65,Clear,0.43,10.0,62.65
2017-09-26 02:00:00-07:00,61.89,Clear,0.66,10.0,61.89
2017-09-26 03:00:00-07:00,61.56,Clear,0.84,10.0,61.56
2017-09-26 04:00:00-07:00,61.08,Clear,0.63,10.0,61.08
2017-09-26 05:00:00-07:00,60.55,Clear,0.45,10.0,60.55
2017-09-26 06:00:00-07:00,60.06,Clear,0.59,10.0,60.06
2017-09-26 07:00:00-07:00,59.53,Clear,0.7,10.0,59.53
2017-09-26 08:00:00-07:00,62.82,Clear,0.56,10.0,62.82
2017-09-26 09:00:00-07:00,67.63,Clear,0.77,9.68,67.63
2017-09-26 10:00:00-07:00,71.53,Clear,0.6,10.0,71.53
2017-09-26 11:00:00-07:00,76.37,Clear,1.12,10.0,76.37
2017-09-26 12:00:00-07:00,80.25,Clear,2.88,9.8,80.25
2017-09-26 13:00:00-07:00,82.96,Clear,2.52,10.0,82.96
2017-09-26 14:00:00-07:00,85.98,Clear,2.15,9.84,85.98
2017-09-26 15:00:00-07:00,86.59,Clear,2.06,10.0,86.59
2017-09-26 16:00:00-07:00,87.39,Clear,2.4,10.0,87.39
2017-09-26 17:00:00-07:00,87.35,Clear,2.56,10.0,87.35
2017-09-26 18:00:00-07:00,84.79,Clear,3.1,10.0,84.79
2017-09-26 19:00:00-07:00,80.49,Clear,2.58,10.0,80.49
2017-09-26 20:00:00-07:00,76.09,Clear,2.3,10.0,76.09
2017-09-26 21:00:00-07:00,72.35,Clear,1.25,10.0,72.35
2017-09-26 22:00:00-07:00,70.01,Clear,0.83,10.0,70.01
2017-09-26 23:00:00-07:00,69.1,Clear,0.83,10.0,69.1
2017-09-27 00:00:00-07:00,67.22,Clear,1.09,10.0,67.22
2017-09-27 01:00:00-07:00,66.33,Clear,1.06,10.0,66.33
2017-09-27 02:00:00-07:00,65.52,Clear,0.98,10.0,65.52
2017-09-27 03:00:00-07:00,64.64,Clear,0.44,10.0,64.64
2017-09-27 04:00:00-07:00,64.27,Clear,0.62,9.18,64.27
2017-09-27 05:00:00-07:00,64.03,Clear,0.72,9.61,64.03
2017-09-27 06:00:00-07:00,63.31,Clear,0.82,10.0,63.31
2017-09-27 07:00:00-07:00,63.27,Clear,1.19,10.0,63.27
2017-09-27 08:00:00-07:00,65.24,Clear,1.07,10.0,65.24
2017-09-27 09:00:00-07:00,69.83,Clear,0.93,10.0,69.83
2017-09-27 10:00:00-07:00,74.0,Clear,0.71,10.0,74.0
2017-09-27 11:00:00-07:00,78.39,Clear,0.37,10.0,78.39
2017-09-27 12:00:00-07:00,82.17,Clear,0.34,10.0,82.17
2017-09-27 13:00:00-07:00,83.47,Clear,1.34,9.92,83.47
2017-09-27 14:00:00-07:00,85.65,Clear,2.05,10.0,85.65
2017-09-27 15:00:00-07:00,85.97,Clear,2.67,10.0,85.97
2017-09-27 16:00:00-07:00,86.0,Clear,2.95,9.05,86.0
2017-09-27 17:00:00-07:00,84.84,Clear,2.94,10.0,84.84
2017-09-27 18:00:00-07:00,83.27,Clear,2.42,10.0,83.27
2017-09-27 19:00:00-07:00,78.7,Clear,2.11,10.0,78.7
2017-09-27 20:00:00-07:00,74.22,Clear,1.63,10.0,74.22
2017-09-27 21:00:00-07:00,71.93,Clear,1.47,10.0,71.93
2017-09-27 22:00:00-07:00,70.03,Clear,0.87,10.0,70.03
2017-09-27 23:00:00-07:00,68.03,Clear,0.54,10.0,68.03
2017-09-28 00:00:00-07:00,67.32,Clear,0.58,10.0,67.32
2017-09-28 01:00:00-07:00,65.75,Clear,0.7,10.0,65.75
2017-09-28 02:00:00-07:00,64.8,Clear,1.16,10.0,64.8
2017-09-28 03:00:00-07:00,63.8,Clear,0.41,10.0,63.8
2017-09-28 04:00:00-07:00,62.98,Clear,0.6,10.0,62.98
2017-09-28 05:00:00-07:00,62.33,Clear,0.64,10.0,62.33
2017-09-28 06:00:00-07:00,61.28,Clear,1.19,10.0,61.28
2017-09-28 07:00:00-07:00,60.65,Clear,1.0,10.0,60.65
2017-09-28 08:00:00-07:00,61.49,Clear,1.23,10.0,61.49
2017-09-28 09:00:00-07:00,64.92,Clear,1.47,10.0,64.92
2017-09-28 10:00:00-07:00,68.11,Clear,1.57,10.0,68.11
2017-09-28 11:00:00-07:00,72.42,Clear,1.38,10.0,72.42
2017-09-28 12:00:00-07:00,75.64,Clear,1.4,10.0,75.64
2017-09-28 13:00:00-07:00,78.59,Clear,1.48,9.95,78.59
2017-09-28 14:00:00-07:00,82.42,Clear,2.45,10.0,82.42
2017-09-28 15:00:00-07:00,83.16,Clear,3.41,10.0,83.16
2017-09-28 16:00:00-07:00,79.64,Clear,4.8,10.0,79.64
2017-09-28 17:00:00-07:00,78.85,Clear,3.99,10.0,78.85
2017-09-28 18:00:00-07:00,72.31,Clear,4.44,10.0,72.31
2017-09-28 19:00:00-07:00,69.4,Clear,2.6,10.0,69.4
2017-09-28 20:00:00-07:00,66.23,Clear,2.63,10.0,66.23
2017-09-28 21:00:00-07:00,63.9,Clear,2.4,10.0,63.9
2017-09-28 22:00:00-07:00,61.08,Partly Cloudy,4.29,10.0,61.08
2017-09-28 23:00:00-07:00,60.51,Clear,1.95,10.0,60.51
2017-09-29 00:00:00-07:00,59.53,Partly Cloudy,2.56,10.0,59.53
2017-09-29 01:00:00-07:00,59.02,Clear,1.96,10.0,59.02
2017-09-29 02:00:00-07:00,58.45,Clear,1.75,10.0,58.45
2017-09-29 03:00:00-07:00,57.95,Clear,3.27,10.0,57.95
2017-09-29 04:00:00-07:00,57.53,Partly Cloudy,2.4,10.0,57.53
2017-09-29 05:00:00-07:00,57.46,Partly Cloudy,2.6,10.0,57.46
2017-09-29 06:00:00-07:00,57.73,Partly Cloudy,2.35,10.0,57.73
2017-09-29 07:00:00-07:00,58.14,Mostly Cloudy,3.79,10.0,58.14
2017-09-29 08:00:00-07:00,58.41,Mostly Cloudy,3.05,9.84,58.41
2017-09-29 09:00:00-07:00,60.57,Mostly Cloudy,3.05,10.0,60.57
2017-09-29 10:00:00-07:00,62.4,Mostly Cloudy,3.88,10.0,62.4
2017-09-29 11:00:00-07:00,64.58,Mostly Cloudy,3.95,10.0,64.58
2017-09-29 12:00:00-07:00,65.83,Mostly Cloudy,4.06,10.0,65.83
2017-09-29 13:00:00-07:00,67.63,Partly Cloudy,5.18,10.0,67.63
2017-09-29 14:00:00-07:00,67.81,Partly Cloudy,6.03,10.0,67.81
2017-09-29 15:00:00-07:00,68.94,Partly Cloudy,4.82,10.0,68.94
2017-09-29 16:00:00-07:00,68.61,Partly Cloudy,5.83,10.0,68.61
2017-09-29 17:00:00-07:00,66.68,Mostly Cloudy,5.62,10.0,66.68
2017-09-29 18:00:00-07:00,65.19,Mostly Cloudy,5.48,10.0,65.19
2017-09-29 19:00:00-07:00,63.21,Mostly Cloudy,4.99,10.0,63.21
2017-09-29 20:00:00-07:00,62.28,Partly Cloudy,5.28,10.0,62.28
2017-09-29 21:00:00-07:00,61.91,Mostly Cloudy,3.98,10.0,61.91
2017-09-29 22:00:00-07:00,60.93,Mostly Cloudy,7.05,10.0,60.93
2017-09-29 23:00:00-07:00,60.17,Mostly Cloudy,6.58,9.11,60.17
2017-09-30 00:00:00-07:00,59.98,Mostly Cloudy,6.94,9.41,59.98
2017-09-30 01:00:00-07:00,59.81,Mostly Cloudy,5.44,9.15,59.81
2017-09-30 02:00:00-07:00,59.37,Mostly Cloudy,3.82,9.11,59.37
2017-09-30 03:00:00-07:00,59.1,Mostly Cloudy,4.86,10.0,59.1
2017-09-30 04:00:00-07:00,59.01,Partly Cloudy,5.35,10.0,59.01
2017-09-30 05:00:00-07:00,58.53,Partly Cloudy,2.61,9.55,58.53
2017-09-30 06:00:00-07:00,58.37,Partly Cloudy,1.85,9.93,58.37
2017-09-30 07:00:00-07:00,57.76,Partly Cloudy,1.44,9.41,57.76
2017-09-30 08:00:00-07:00,58.11,Partly Cloudy,1.16,9.08,58.11
2017-09-30 09:00:00-07:00,60.37,Partly Cloudy,1.64,9.89,60.37
2017-09-30 10:00:00-07:00,63.27,Partly Cloudy,1.07,10.0,63.27
2017-09-30 11:00:00-07:00,66.27,Clear,1.31,10.0,66.27
2017-09-30 12:00:00-07:00,68.62,Clear,2.2,10.0,68.62
2017-09-30 13:00:00-07:00,70.33,Clear,2.57,10.0,70.33
2017-09-30 14:00:00-07:00,72.54,Clear,3.21,10.0,72.54
2017-09-30 15:00:00-07:00,73.57,Clear,3.87,10.0,73.57
2017-09-30 16:00:00-07:00,73.63,Clear,4.56,10.0,73.63
2017-09-30 17:00:00-07:00,73.64,Clear,4.67,10.0,73.64
2017-09-30 18:00:00-07:00,72.0,Clear,5.08,10.0,72.0
2017-09-30 19:00:00-07:00,68.96,Clear,4.08,10.0,68.96
2017-09-30 20:00:00-07:00,66.43,Clear,2.41,10.0,66.43
2017-09-30 21:00:00-07:00,65.05,Clear,2.19,10.0,65.05
2017-09-30 22:00:00-07:00,63.72,Clear,1.84,10.0,63.72
2017-09-30 23:00:00-07:00,62.85,Clear,2.14,10.0,62.85
2017-10-01 00:00:00-07:00,62.03,Clear,1.67,10.0,62.03
2017-10-01 01:00:00-07:00,61.16,Clear,1.31,10.0,61.16
2017-10-01 02:00:00-07:00,60.25,Clear,0.69,10.0,60.25
2017-10-01 03:00:00-07:00,59.63,Clear,0.64,10.0,59.63
2017-10-01 04:00:00-07:00,59.05,Clear,1.96,10.0,59.05
2017-10-01 05:00:00-07:00,58.41,Clear,1.4,10.0,58.41
2017-10-01 06:00:00-07:00,57.87,Clear,1.76,10.0,57.87
2017-10-01 07:00:00-07:00,57.46,Clear,2.11,10.0,57.46
2017-10-01 08:00:00-07:00,58.03,Clear,1.71,10.0,58.03
2017-10-01 09:00:00-07:00,62.04,Clear,2.13,10.0,62.04
2017-10-01 10:00:00-07:00,65.89,Clear,2.34,10.0,65.89
2017-10-01 11:00:00-07:00,69.07,Clear,3.71,10.0,69.07
2017-10-01 12:00:00-07:00,71.41,Clear,3.96,10.0,71.41
2017-10-01 13:00:00-07:00,73.37,Clear,4.33,10.0,73.37
2017-10-01 14:00:00-07:00,74.7,Clear,4.87,10.0,74.7
2017-10-01 15:00:00-07:00,74.82,Clear,5.65,10.0,74.82
2017-10-01 16:00:00-07:00,74.32,Clear,6.35,10.0,74.32
2017-10-01 17:00:00-07:00,72.12,Clear,5.43,10.0,72.12
2017-10-01 18:00:00-07:00,69.73,Clear,4.1,10.0,69.73
2017-10-01 19:00:00-07:00,66.36,Clear,2.63,10.0,66.36
2017-10-01 20:00:00-07:00,63.72,Clear,1.44,10.0,63.72
2017-10-01 21:00:00-07:00,62.4,Clear,1.1,10.0,62.4
2017-10-01 22:00:00-07:00,61.69,Clear,1.11,10.0,61.69
2017-10-01 23:00:00-07:00,60.49,Clear,1.24,10.0,60.49
2017-10-02 00:00:00-07:00,60.27,Clear,1.82,10.0,60.27
2017-10-02 01:00:00-07:00,61.51,Clear,3.6,10.0,61.51
2017-10-02 02:00:00-07:00,63.17,Clear,5.26,10.0,63.17
2017-10-02 03:00:00-07:00,63.42,Clear,5.56,10.0,63.42
2017-10-02 04:00:00-07:00,63.06,Clear,4.4,10.0,63.06
2017-10-02 05:00:00-07:00,62.48,Clear,4.65,10.0,62.48
2017-10-02 06:00:00-07:00,61.51,Clear,5.49,10.0,61.51
2017-10-02 07:00:00-07:00,60.94,Clear,4.67,10.0,60.94
2017-10-02 08:00:00-07:00,61.73,Clear,3.66,10.0,61.73
2017-10-02 09:00:00-07:00,64.75,Clear,4.56,10.0,64.75
2017-10-02 10:00:00-07:00,67.51,Clear,3.56,10.0,67.51
2017-10-02 11:00:00-07:00,69.75,Clear,2.26,10.0,69.75
2017-10-02 12:00:00-07:00,71.32,Clear,3.39,10.0,71.32
2017-10-02 13:00:00-07:00,73.47,Clear,4.05,9.94,73.47
2017-10-02 14:00:00-07:00,73.63,Clear,5.37,9.94,73.63
2017-10-02 15:00:00-07:00,72.93,Clear,6.04,10.0,72.93
2017-10-02 16:00:00-07:00,71.84,Clear,6.35,9.94,71.84
2017-10-02 17:00:00-07:00,70.97,Clear,5.59,10.0,70.97
2017-10-02 18:00:00-07:00,68.53,Clear,3.94,10.0,68.53
2017-10-02 19:00:00-07:00,64.05,Clear,2.83,9.4,64.05
2017-10-02 20:00:00-07:00,60.85,Clear,1.76,9.71,60.85
2017-10-02 21:00:00-07:00,59.27,Clear,1.13,9.38,59.27
2017-10-02 22:00:00-07:00,57.75,Clear,0.35,10.0,57.75
2017-10-02 23:00:00-07:00,56.66,Clear,0.68,10.0,56.66
2017-10-03 00:00:00-07:00,55.81,Clear,1.55,10.0,55.81
2017-10-03 01:00:00-07:00,54.81,Clear,1.05,10.0,54.81
2017-10-03 02:00:00-07:00,53.78,Clear,1.64,10.0,53.78
2017-10-03 03:00:00-07:00,53.57,Clear,1.67,10.0,53.57
2017-10-03 04:00:00-07:00,52.96,Clear,0.89,10.0,52.96
2017-10-03 05:00:00-07:00,52.87,Clear,2.02,10.0,52.87
2017-10-03 06:00:00-07:00,52.16,Clear,0.76,10.0,52.16
2017-10-03 07:00:00-07:00,51.83,Partly Cloudy,1.04,9.9,51.83
2017-10-03 08:00:00-07:00,52.74,Partly Cloudy,0.45,9.66,52.74
2017-10-03 09:00:00-07:00,56.12,Clear,1.41,9.73,56.12
2017-10-03 10:00:00-07:00,58.47,Clear,0.75,10.0,58.47
2017-10-03 11:00:00-07:00,62.37,Clear,1.53,10.0,62.37
2017-10-03 12:00:00-07:00,65.12,Clear,1.4,10.0,65.12
2017-10-03 13:00:00-07:00,67.13,Clear,3.07,10.0,67.13
2017-10-03 14:00:00-07:00,69.25,Clear,4.38,10.0,69.25
2017-10-03 15:00:00-07:00,70.17,Clear,6.02,10.0,70.17
2017-10-03 16:00:00-07:00,70.85,Clear,5.97,10.0,70.85
2017-10-03 17:00:00-07:00,70.12,Clear,6.09,10.0,70.12
2017-10-03 18:00:00-07:00,67.91,Clear,5.08,9.94,67.91
2017-10-03 19:00:00-07:00,64.89,Clear,2.66,8.96,64.89
2017-10-03 20:00:00-07:00,61.52,Clear,4.19,10.0,61.52
2017-10-03 21:00:00-07:00,59.84,Clear,1.99,10.0,59.84
2017-10-03 22:00:00-07:00,58.89,Clear,0.78,10.0,58.89
2017-10-03 23:00:00-07:00,58.66,Clear,1.09,10.0,58.66
2017-10-04 00:00:00-07:00,57.22,Clear,1.13,10.0,57.22
2017-10-04 01:00:00-07:00,56.51,Clear,2.61,10.0,56.51
2017-10-04 02:00:00-07:00,55.73,Clear,2.26,10.0,55.73
2017-10-04 03:00:00-07:00,55.73,Clear,1.8,10.0,55.73
2017-10-04 04:00:00-07:00,55.09,Clear,1.1,10.0,55.09
2017-10-04 05:00:00-07:00,54.26,Clear,0.76,10.0,54.26
2017-10-04 06:00:00-07:00,53.89,Clear,0.5,10.0,53.89
2017-10-04 07:00:00-07:00,53.14,Clear,0.79,10.0,53.14
2017-10-04 08:00:00-07:00,54.31,Clear,0.84,10.0,54.31
2017-10-04 09:00:00-07:00,58.79,Clear,1.36,10.0,58.79
2017-10-04 10:00:00-07:00,62.12,Clear,1.22,10.0,62.12
2017-10-04 11:00:00-07:00,65.28,Clear,1.22,10.0,65.28
2017-10-04 12:00:00-07:00,68.16,Clear,1.35,10.0,68.16
2017-10-04 13:00:00-07:00,70.79,Clear,1.79,10.0,70.79
2017-10-04 14:00:00-07:00,72.49,Clear,2.6,10.0,72.49
2017-10-04 15:00:00-07:00,74.41,Clear,3.22,10.0,74.41
2017-10-04 16:00:00-07:00,74.62,Clear,3.11,10.0,74.62
2017-10-04 17:00:00-07:00,73.28,Clear,3.85,10.0,73.28
2017-10-04 18:00:00-07:00,69.97,Clear,3.91,10.0,69.97
2017-10-04 19:00:00-07:00,65.66,Clear,3.3,10.0,65.66
2017-10-04 20:00:00-07:00,63.1,Clear,2.39,10.0,63.1
2017-10-04 21:00:00-07:00,61.63,Clear,2.49,10.0,61.63
2017-10-04 22:00:00-07:00,60.44,Clear,2.7,10.0,60.44
2017-10-04 23:00:00-07:00,59.57,Clear,2.75,10.0,59.57
2017-10-05 00:00:00-07:00,58.58,Clear,2.15,9.4,58.58
2017-10-05 01:00:00-07:00,56.66,Clear,1.52,10.0,56.66
2017-10-05 02:00:00-07:00,55.44,Clear,1.02,10.0,55.44
2017-10-05 03:00:00-07:00,54.5,Clear,0.81,10.0,54.5
2017-10-05 04:00:00-07:00,54.01,Clear,0.71,10.0,54.01
2017-10-05 05:00:00-07:00,53.23,Clear,1.18,10.0,53.23
2017-10-05 06:00:00-07:00,52.79,Clear,1.04,10.0,52.79
2017-10-05 07:00:00-07:00,52.91,Clear,1.39,10.0,52.91
2017-10-05 08:00:00-07:00,54.05,Clear,1.09,9.52,54.05
2017-10-05 09:00:00-07:00,58.07,Clear,1.07,10.0,58.07
2017-10-05 10:00:00-07:00,61.78,Clear,0.73,10.0,61.78
2017-10-05 11:00:00-07:00,66.94,Clear,0.57,10.0,66.94
2017-10-05 12:00:00-07:00,70.75,Clear,1.48,10.0,70.75
2017-10-05 13:00:00-07:00,73.78,Clear,1.83,10.0,73.78
2017-10-05 14:00:00-07:00,76.51,Clear,2.58,9.9,76.51
2017-10-05 15:00:00-07:00,77.09,Clear,3.46,10.0,77.09
2017-10-05 16:00:00-07:00,76.58,Clear,4.64,10.0,76.58
2017-10-05 17:00:00-07:00,75.93,Clear,4.62,10.0,75.93
2017-10-05 18:00:00-07:00,73.22,Clear,4.39,10.0,73.22
2017-10-05 19:00:00-07:00,69.08,Clear,2.67,10.0,69.08
2017-10-05 20:00:00-07:00,66.16,Clear,2.66,10.0,66.16
2017-10-05 21:00:00-07:00,64.11,Clear,2.17,10.0,64.11
2017-10-05 22:00:00-07:00,62.15,Clear,1.56,10.0,62.15
2017-10-05 23:00:00-07:00,60.72,Clear,0.92,10.0,60.72
2017-10-06 00:00:00-07:00,58.8,Clear,0.49,10.0,58.8
2017-10-06 01:00:00-07:00,57.75,Clear,0.19,10.0,57.75
2017-10-06 02:00:00-07:00,57.26,Clear,0.48,10.0,57.26
2017-10-06 03:00:00-07:00,56.27,Clear,0.69,10.0,56.27
2017-10-06 04:00:00-07:00,56.82,Clear,1.04,10.0,56.82
2017-10-06 05:00:00-07:00,55.91,Clear,0.9,10.0,55.91
2017-10-06 06:00:00-07:00,56.01,Clear,1.58,10.0,56.01
